Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050150,Urbano,RUA ODILON NEGRAO,78,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,6,3,82020640
410690205050150,Urbano,RUA MARCOS MOCELLIN,857,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,6,2,82020510
410690205050150,Urbano,RUA MARCOS MOCELLIN,885,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,6,2,82020510
410690205050150,Urbano,RUA JOAO BENATO VALLE,301,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,6,1,82030270
410690205050150,Urbano,RUA HILARIO VALLE,2250,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,2,82030200
410690205050150,Urbano,RUA DOUTOR LEAO MOCELLIN,290,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,4,82030230
410690205050150,Urbano,RUA HILARIO VALLE,2250,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,2,82030200
410690205050150,Urbano,RUA DOUTOR LEAO MOCELLIN,1300,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,4,82030230
410690205050150,Urbano,RUA DOUTOR LEAO MOCELLIN,1300,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,4,82030230
410690205050150,Urbano,RUA DOUTOR LEAO MOCELLIN,626,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82030230
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,610,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,5,82030180
410690205050150,Urbano,RUA FRANCISCO DALLALIBERA,311,CASA 13,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,1,82030290
410690205050150,Urbano,RUA JOAO BENATO VALLE,814,CASA 1,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,7,82030270
410690205050150,Urbano,RUA ANTONIO VALLE,87,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82030220
410690205050150,Urbano,RUA DOUTOR LEAO MOCELLIN,2489,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,4,3,82030230
410690205050150,Urbano,RUA JOAO BENATO VALLE,322,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,7,82030270
410690205050150,Urbano,RUA ANTONIO VALLE,96,,,,SANTA FELICIDADE,,Edificação em construção,,-0,,3,1,82030220
410690205050150,Urbano,RUA ANTONIO VALLE,165,,,,SANTA FELICIDADE,,Edificação em construção,,-0,,3,1,82030220
410690205050150,Urbano,RUA ANTONIO VALLE,96,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82030220
410690205050150,Urbano,RUA ANTONIO VALLE,95,,,,SANTA FELICIDADE,,Estabelecimento de ensino,ESCOLA,Único,,3,1,82030220
410690205050150,Urbano,RUA ANTONIO VALLE,95,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82030220
410690205050150,Urbano,RUA ANTONIO VALLE,97,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82030220
410690205050150,Urbano,RUA ARI JOSE VALLE,1987,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82030000
410690205050150,Urbano,RUA ARI JOSE VALLE,71,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,4,2,82030000
410690205050150,Urbano,RUA ARI JOSE VALLE,71,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,4,2,82030000
410690205050150,Urbano,RUA ARI JOSE VALLE,71,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,4,2,82030000
410690205050150,Urbano,RUA ARI JOSE VALLE,71,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,4,2,82030000
410690205050150,Urbano,RUA ARI JOSE VALLE,71,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,4,2,82030000
410690205050150,Urbano,RUA ARI JOSE VALLE,71,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,4,2,82030000
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,49,CASA E,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,49,CASA B,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,49,CASA A,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,49,CASA C,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,49,CASA D,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,49,CASA F,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,49,CASA G,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,49,CASA H,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,49,CASA I,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,48,CASA P,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,48,CASA N,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,48,CASA M,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,48,CASA K,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,48,CASA L,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,49,CASA O,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,49,CASA J,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,117,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82030180
410690205050150,Urbano,RUA FRANCISCO DALLALIBERA,285,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,1,82030290
410690205050150,Urbano,RUA DOUTOR LEAO MOCELLIN,SN,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82030230
410690205050150,Urbano,RUA ARI JOSE VALLE,275,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82030000
410690205050150,Urbano,RUA BASSAMO DE GRAPPA,536,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,5,82030180
410690205050150,Urbano,RUA JOAO BENATO VALLE,814,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,7,82030270
