Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050158,Urbano,RUA JOSE FAUSTINO FERRO,48,CASA,,,BAIRRO BUTIATUVINHA,,Estabelecimento de outras finalidades,TANSPORTADORA,Único,,1,1,82400040
410690205050158,Urbano,RUA JOSE FAUSTINO FERRO,48,CASA,,,BAIRRO BUTIATUVINHA,,Domicílio particular,,-0,,1,1,82400040
410690205050158,Urbano,RUA JOSE FAUSTINO FERRO,48,PORAO,,,BAIRRO BUTIATUVINHA,,Estabelecimento de outras finalidades,TRANSPORTADORA,Único,,1,1,82400040
410690205050158,Urbano,RUA JOSE FAUSTINO FERRO,SN,CASA,,,BAIRRO BUTIATUVINHA,,Domicílio particular,,-0,,1,1,82400040
410690205050158,Urbano,RUA SATURNINO MIRANDA,385,LOJA,,,BAIRRO BUTIATUVINHA,,Estabelecimento de outras finalidades,POSTO DE GASOLINA VIA APPIA,Único,,2,1,82030320
410690205050158,Urbano,RUA SATURNINO MIRANDA,369,LOJA,,,BAIRRO BUTIATUVINHA,,Estabelecimento de outras finalidades,BANCA DE REVISTAS,Único,,2,1,82030320
410690205050158,Urbano,RUA SATURNINO MIRANDA,369,BARRACAO,,,BAIRRO BUTIATUVINHA,,Estabelecimento de outras finalidades,OFICINA MECANICA DE AUTO MOVEIS,Único,,2,1,82030320
410690205050158,Urbano,RUA SATURNINO MIRANDA,369,FUNDOS,,,BAIRRO BUTIATUVINHA,,Domicílio particular,,-0,,2,1,82030320
410690205050158,Urbano,RUA SATURNINO MIRANDA,SN,CASA,,,BAIRRO BUTIATUVINHA,,Domicílio particular,,-0,,2,1,82030320
410690205050158,Urbano,RUA SATURNINO MIRANDA,SN,ANEXO,,,BAIRRO BUTIATUVINHA,,Estabelecimento de outras finalidades,SALAO DE BELEZA,Único,,2,1,82030320
410690205050158,Urbano,RUA SATURNINO MIRANDA,325,SOBRADO,,,BAIRRO BUTIATUVINHA,,Estabelecimento de outras finalidades,LOJA DE VENDA DE PECAS DE AUTOMOVEIS,Único,,2,1,82030320
410690205050158,Urbano,RUA SATURNINO MIRANDA,325,APARTAMENTO,,,BAIRRO BUTIATUVINHA,,Domicílio particular,,-0,,2,1,82030320
410690205050158,Urbano,RUA SATURNINO MIRANDA,325,CASA,,,BAIRRO BUTIATUVINHA,,Domicílio particular,,-0,,2,1,82030320
410690205050158,Urbano,RUA SATURNINO MIRANDA,323,SOBRADO,,,BAIRRO BUTIATUVINHA,,Domicílio particular,,-0,,2,1,82030320
