Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,616,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,616,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,616,CASA 1,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,638,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,650,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,ESCRITORIO,Único,,1,3,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,654,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,700,CASA a,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,700,CASA b,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,700,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,700,CASA c,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82410250
410690205050178,Urbano,AVENIDA DOUTOR EUGENIO BERTOLLI,2586,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,4,82410530
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,561,SOBRADO,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,565,SOBRADO,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,549,SOBRADO,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,519,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,507,CASA C1,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,507,CASA C2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,507,CASA C3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,495,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,495,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,485,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,88,FUNDOS,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,471,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,459,SOBRADO 01,,,SANTA FELICIDADE,,Edificação em construção,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,459,SOBRADO 02,,,SANTA FELICIDADE,,Edificação em construção,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,459,SOBRADO 03,,,SANTA FELICIDADE,,Edificação em construção,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,449,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,435,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA OZIRES PAIXAO GONCALVEZ,583,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410250
410690205050178,Urbano,RUA PEDRO MOSSOLINE GASPARIN,583,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,2,82410280
410690205050178,Urbano,RUA PEDRO MOSSOLINE GASPARIN,569,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,2,82410280
410690205050178,Urbano,RUA PEDRO MOSSOLINE GASPARIN,557,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,2,82410280
