Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050148,Urbano,AVENIDA MANOEL RIBAS,6636,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,CONSERCIONARIA,Único,,10,3,82020000
410690205050148,Urbano,AVENIDA MANOEL RIBAS,6672,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,10,3,82020000
410690205050148,Urbano,RUA DOMINGOS STRAPASSON,50,TERREO LOJA 1,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,CONSERTO DE TV,Único,,10,4,82320040
410690205050148,Urbano,RUA DOMINGOS STRAPASSON,50,TERREO LOJA 2,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,COMERCIO E CONFECCAO DE ROUPAS,Único,,10,4,82320040
410690205050148,Urbano,RUA DOMINGOS STRAPASSON,50,SOBRADO,,,SANTA FELICIDADE,,Domicílio particular,,-0,,10,4,82320040
410690205050148,Urbano,RUA DOMINGOS STRAPASSON,SN,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,VERONA VIDEO LOCADORA,Único,,10,4,82320040
410690205050148,Urbano,RUA DOMINGOS STRAPASSON,84,LOJA 1,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,LOJA DE FESTAS,Único,,10,4,82320040
410690205050148,Urbano,RUA DOMINGOS STRAPASSON,84,LOJA 2,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,LOJA DE PRESENTES,Único,,10,4,82320040
410690205050148,Urbano,RUA DOMINGOS STRAPASSON,84,LOJA 3,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,MANUTENCAO DE MICROONDAS,Único,,10,4,82320040
410690205050148,Urbano,RUA DOMINGOS STRAPASSON,96,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,10,4,82320040
410690205050148,Urbano,RUA VIA VENETO,SN,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,ARMAZEM DA FAMILIA,Único,,11,3,82020470
410690205050148,Urbano,RUA VIA VENETO,1570,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,MARMOARIA,Único,,11,3,82020470
410690205050148,Urbano,RUA VIA VENETO,1597,LOJA 8,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,AUTO ESCOLA,Único,,11,3,82020470
410690205050148,Urbano,RUA VIA VENETO,1597,LOJA 7,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,DENTISTA,Único,,11,3,82020470
410690205050148,Urbano,RUA VIA VENETO,1597,LOJA 6,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,LAN HOUSE,Único,,11,3,82020470
410690205050148,Urbano,RUA VIA VENETO,1597,LOJA 5,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,MANUTENCAO DE EGUIPAMENTOS DE PESCA,Único,,11,3,82020470
410690205050148,Urbano,RUA VIA VENETO,1610,LOJA 4,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,LOJA DE MOVEIS,Único,,11,3,82020470
410690205050148,Urbano,RUA VIA VENETO,1610,LOJA 3,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,LOJA DE INFORMATICA,Único,,11,3,82020470
410690205050148,Urbano,RUA VIA VENETO,1610,LOJA 2,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,BARBEIRO,Único,,11,3,82020470
410690205050148,Urbano,RUA VIA VENETO,1610,LOJA 1,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,CLINICA VETERINARIA,Único,,11,3,82020470
410690205050148,Urbano,RUA FRANCISCO MANFRON,160,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,11,4,82020730
410690205050148,Urbano,RUA BORTOLO ROMANI DURIGAN,SN,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,DEPOSITO DE MADEIRA,Único,,12,1,82030550
410690205050148,Urbano,RUA BORTOLO ROMANI DURIGAN,20,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,12,1,82030550
410690205050148,Urbano,RUA BORTOLO ROMANI DURIGAN,53,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,12,1,82030550
410690205050148,Urbano,RUA BORTOLO ROMANI DURIGAN,90,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,12,1,82030550
410690205050148,Urbano,RUA BORTOLO ROMANI DURIGAN,106,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,12,1,82030550
410690205050148,Urbano,RUA ROZALINA COLODEL DURIGAN,21,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,12,3,82030530
410690205050148,Urbano,RUA ROZALINA COLODEL DURIGAN,93,CASA 1,,,SANTA FELICIDADE,,Domicílio particular,,-0,,12,3,82030530
410690205050148,Urbano,RUA ROZALINA COLODEL DURIGAN,93,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,12,3,82030530
410690205050148,Urbano,RUA ROZALINA COLODEL DURIGAN,93,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,12,3,82030530
410690205050148,Urbano,RUA ROZALINA COLODEL DURIGAN,109,CASA 4,,,SANTA FELICIDADE,,Domicílio particular,,-0,,12,3,82030530
410690205050148,Urbano,RUA ROZALINA COLODEL DURIGAN,109,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,12,3,82030530
410690205050148,Urbano,RUA ROZALINA COLODEL DURIGAN,109,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,12,3,82030530
410690205050148,Urbano,RUA FRANCISCO MANFRON,33,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,GALPAO,Único,,10,2,82020730
410690205050148,Urbano,RUA FRANCISCO MANFRON,67,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,ALARMES GRALHA AZUL,Único,,10,2,82020730
410690205050148,Urbano,RUA FRANCISCO MANFRON,61,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,10,2,82020730
410690205050148,Urbano,RUA FRANCISCO MANFRON,99,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,ESCRITORIO DO DEPUTADO ACCORSI,Único,,10,2,82020730
410690205050148,Urbano,RUA VIA VENETO,1625,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,COMERCIO DE PNEUS,Único,,10,1,82020470
410690205050148,Urbano,RUA VIA VENETO,112,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,FARMACIA,Único,,10,1,82020470
410690205050148,Urbano,RUA FRANCISCO MANFRON,72,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,9,4,82020730
410690205050148,Urbano,RUA FRANCISCO MANFRON,SN,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,SANEPAR,Único,,9,4,82020730
410690205050148,Urbano,RUA FRANCISCO MANFRON,SN,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,GALPAO,Único,,9,4,82020730
410690205050148,Urbano,AVENIDA MANOEL RIBAS,6600,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,9,3,82020000
410690205050148,Urbano,AVENIDA MANOEL RIBAS,6594,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,9,3,82020000
410690205050148,Urbano,AVENIDA MANOEL RIBAS,6576,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,IMOBILIARIA,Único,,9,3,82020000
410690205050148,Urbano,AVENIDA MANOEL RIBAS,6568,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,IMOBILIARIA,Único,,9,3,82020000
410690205050148,Urbano,AVENIDA MANOEL RIBAS,6566,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,IMOBILIARIA,Único,,9,3,82020000
410690205050148,Urbano,AVENIDA MANOEL RIBAS,6560,SOBRADO,,,SANTA FELICIDADE,,Domicílio particular,,-0,,9,3,82020000
410690205050148,Urbano,AVENIDA MANOEL RIBAS,SN,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,TRIGARINA PANIFICADORA,Único,,9,3,82020000
410690205050148,Urbano,RUA NEURACI NEVES DO NASCIMENTO,SN,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,PANIFICADORA,Único,,9,2,82020720
410690205050148,Urbano,RUA NEURACI NEVES DO NASCIMENTO,47,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,ESCRITORIO,Único,,9,2,82020720
410690205050148,Urbano,RUA NEURACI NEVES DO NASCIMENTO,61,FUNDOS,,,SANTA FELICIDADE,,Domicílio particular,,-0,,9,2,82020720
410690205050148,Urbano,RUA NEURACI NEVES DO NASCIMENTO,61,FRENTE,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,ESCRITORI DE ADOCACIA,Único,,9,2,82020720
410690205050148,Urbano,RUA NEURACI NEVES DO NASCIMENTO,69,FUNDOS,,,SANTA FELICIDADE,,Domicílio particular,,-0,,9,2,82020720
410690205050148,Urbano,RUA NEURACI NEVES DO NASCIMENTO,69,FRENTE,,,SANTA FELICIDADE,,Domicílio particular,,-0,,9,2,82020720
410690205050148,Urbano,RUA NEURACI NEVES DO NASCIMENTO,101,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,CLINICA ODONTOLOGICA,Único,,9,2,82020720
410690205050148,Urbano,RUA NEURACI NEVES DO NASCIMENTO,119,ANEXO,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,BARBEARIA,Único,,9,2,82020720
