Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,374,SOBRADO B,,,SANTA FELICIDADE,,Edificação em construção,,-0,,18,4,82410312
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,408,SOBRADO A,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,4,82410312
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,408,SOBRADO B,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,4,82410312
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,408,SOBRADO,,,SANTA FELICIDADE,,Edificação em construção,,-0,,18,4,82410312
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,466,SOBRADO A,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,4,82410312
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,466,SOBRADO B,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,4,82410312
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,466,SOBRADO C,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,4,82410312
410690205050170,Urbano,RUA PADRE COLBACCHINI,511,,,,SANTA FELICIDADE,,Edificação em construção,,-0,,19,2,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,467,SOBRADO 04,,,SANTA FELICIDADE,,Domicílio particular,,-0,,19,2,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,467,SOBRADO 03,,,SANTA FELICIDADE,,Domicílio particular,,-0,,19,2,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,467,SOBRADO 02,,,SANTA FELICIDADE,,Domicílio particular,,-0,,19,2,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,467,SOBRADO 01,,,SANTA FELICIDADE,,Domicílio particular,,-0,,19,2,82410310
410690205050170,Urbano,RUA FERNANDO CORREIA DE AZEVEDO,242,SOBRADO A,,,SANTA FELICIDADE,,Domicílio particular,,-0,,19,3,82410210
410690205050170,Urbano,RUA FERNANDO CORREIA DE AZEVEDO,242,SOBRADO,,,SANTA FELICIDADE,,Domicílio particular,,-0,,19,3,82410210
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,512,SOBRADO A,,,SANTA FELICIDADE,,Domicílio particular,,-0,,19,4,82410312
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,512,SOBRADO B,,,SANTA FELICIDADE,,Domicílio particular,,-0,,19,4,82410312
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,512,SOBRADO C,,,SANTA FELICIDADE,,Domicílio particular,,-0,,19,4,82410312
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,554,SOBRADO,,,SANTA FELICIDADE,,Domicílio particular,,-0,,19,4,82410312
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,588,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,19,4,82410312
410690205050170,Urbano,RUA PADRE COLBACCHINI,468,SOBRADO 01,,,SANTA FELICIDADE,,Domicílio particular,,-0,,20,4,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,468,SOBRADO 02,,,SANTA FELICIDADE,,Domicílio particular,,-0,,20,4,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,468,SOBRADO 03,,,SANTA FELICIDADE,,Domicílio particular,,-0,,20,4,82410310
410690205050170,Urbano,RUA ALEKSI GUSKOW,96,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,5,82410610
410690205050170,Urbano,RUA ALEKSI GUSKOW,132,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,5,82410610
410690205050170,Urbano,RUA ALEKSI GUSKOW,132,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,5,82410610
410690205050170,Urbano,RUA MONSENHOR SCALABRINI,55,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410360
410690205050170,Urbano,RUA ABOUD KHALIL,406,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,4,82410350
410690205050170,Urbano,AVENIDA FREDOLIN WOLF,4504,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,4,2,82410330
410690205050170,Urbano,AVENIDA FREDOLIN WOLF,4504,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,4,2,82410330
410690205050170,Urbano,RUA ABOUD KHALIL,82,,,,SANTA FELICIDADE,,Edificação em construção,,-0,,4,3,82410350
410690205050170,Urbano,RUA ABOUD KHALIL,94,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,4,3,82410350
410690205050170,Urbano,RUA ABOUD KHALIL,106,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,4,3,82410350
410690205050170,Urbano,RUA ABOUD KHALIL,118,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,4,3,82410350
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,374,SOBRADO A,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,4,82410312
410690205050170,Urbano,RUA ELVIS PRESLEY,184,SOBRADO B,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,3,82410580
410690205050170,Urbano,RUA ELVIS PRESLEY,184,SOBRADO A,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,3,82410580
410690205050170,Urbano,RUA PADRE COLBACCHINI,293,SOBRADO 02,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,2,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,293,SOBRADO 01,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,2,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,355,SOBRADO 02,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,2,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,375,SOBRADO 02,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,2,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,375,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,2,82410310
410690205050170,Urbano,RUA FERNANDO CORREIA DE AZEVEDO,241,SOBRADO B,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,1,82410210
410690205050170,Urbano,RUA FERNANDO CORREIA DE AZEVEDO,241,SOBRADO A,,,SANTA FELICIDADE,,Domicílio particular,,-0,,18,1,82410210
410690205050170,Urbano,RUA RAQUEL CORAYOLA BAJESKI,276,,,,SANTA FELICIDADE,,Edificação em construção,,-0,,17,4,82410312
410690205050170,Urbano,RUA FRANCISCO ANTONIO DA COSTA NOGUEIRA,196,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,17,3,82410340
410690205050170,Urbano,RUA FRANCISCO ANTONIO DA COSTA NOGUEIRA,184,,,,SANTA FELICIDADE,,Edificação em construção,,-0,,17,3,82410340
410690205050170,Urbano,RUA PADRE COLBACCHINI,227,SOBRADO 02,,,SANTA FELICIDADE,,Domicílio particular,,-0,,17,2,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,227,SOBRADO 01,,,SANTA FELICIDADE,,Domicílio particular,,-0,,17,2,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,247,SOBRADO 02,,,SANTA FELICIDADE,,Domicílio particular,,-0,,17,2,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,247,SOBRADO 01,,,SANTA FELICIDADE,,Domicílio particular,,-0,,17,2,82410310
410690205050170,Urbano,RUA ELVIS PRESLEY,171,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,17,1,82410580
410690205050170,Urbano,RUA ELVIS PRESLEY,195,CASA A,,,SANTA FELICIDADE,,Domicílio particular,,-0,,17,1,82410580
410690205050170,Urbano,RUA ELVIS PRESLEY,195,CASA B,,,SANTA FELICIDADE,,Domicílio particular,,-0,,17,1,82410580
410690205050170,Urbano,RUA ELVIS PRESLEY,211,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,17,1,82410580
410690205050170,Urbano,RUA PADRE COLBACCHINI,216,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,4,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,198,SOBRADO 03,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,4,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,198,SOBRADO 02,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,4,82410310
410690205050170,Urbano,RUA PADRE COLBACCHINI,198,SOBRADO 01,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,4,82410310
410690205050170,Urbano,RUA FRANCISCO ANTONIO DA COSTA NOGUEIRA,96,SOBRADO 01,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,3,82410340
410690205050170,Urbano,RUA FRANCISCO ANTONIO DA COSTA NOGUEIRA,72,SOBRADO 02,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,3,82410340
410690205050170,Urbano,RUA FRANCISCO ANTONIO DA COSTA NOGUEIRA,72,SOBRADO 01,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,3,82410340
410690205050170,Urbano,RUA FRANCISCO ANTONIO DA COSTA NOGUEIRA,58,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,3,82410340
410690205050170,Urbano,RUA FRANCISCO ANTONIO DA COSTA NOGUEIRA,44,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,3,82410340
410690205050170,Urbano,RUA FRANCISCO ANTONIO DA COSTA NOGUEIRA,34,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,3,82410340
410690205050170,Urbano,RUA ABOUD KHALIL,55,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,2,82410350
410690205050170,Urbano,RUA ABOUD KHALIL,75,CASA 02,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,2,82410350
410690205050170,Urbano,RUA ABOUD KHALIL,75,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,2,82410350
410690205050170,Urbano,RUA ABOUD KHALIL,93,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,2,82410350
410690205050170,Urbano,RUA ABOUD KHALIL,115,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,2,82410350
410690205050170,Urbano,RUA ELVIS PRESLEY,37,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,PERF DE SOLO,Único,,16,1,82410580
410690205050170,Urbano,RUA ELVIS PRESLEY,73,SOBRADO,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,1,82410580
410690205050170,Urbano,RUA ELVIS PRESLEY,73,SOBRADO B,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,1,82410580
410690205050170,Urbano,RUA ELVIS PRESLEY,89,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,16,1,82410580
