Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,19,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,18,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,17,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,16,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,15,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,14,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,13,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,12,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,11,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,10,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,9,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,8,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,7,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,6,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,5,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,4,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,3,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,2,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,1,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,3,82400307
410690205050174,Urbano,RUA ZILAH WALBACH PRESTES,69,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,PORTARIA,Único,,1,3,82400307
410690205050174,Urbano,RUA GERONIMO MURARO,2015,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,4,82410020
410690205050174,Urbano,RUA GERONIMO MURARO,2001,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,4,82410020
410690205050174,Urbano,RUA GERONIMO MURARO,1987,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,4,82410020
410690205050174,Urbano,RUA GERONIMO MURARO,1973,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,4,82410020
410690205050174,Urbano,RUA GERONIMO MURARO,1959,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,4,82410020
410690205050174,Urbano,RUA RENASCENCA,210,CASA 1,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,SN,,,,SANTA FELICIDADE,,Edificação em construção,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,260,SOBRADO 4,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,260,SOBRADO 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,260,SOBRADO 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,260,SOBRADO 1,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,286,CASA 4,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,286,CASA 8,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,294,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,316,CASA 13,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,316,CASA 7,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,316,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,316,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,316,CASA 6,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,SN,LOTE,,,SANTA FELICIDADE,,Edificação em construção,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,346,CASA 10,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,RUA RENASCENCA,360,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,6,82410110
410690205050174,Urbano,AVENIDA FRANCISCO GULIN,1720,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,7,82410010
410690205050174,Urbano,AVENIDA FRANCISCO GULIN,1740,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,7,82410010
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,SN,LOTE,,,SANTA FELICIDADE,,Edificação em construção,,-0,,2,1,82410210
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,979,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410210
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,967,CASA 1 FRENTE,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410210
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,967,CASA 2 FUNDOS,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410210
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,967,CASA 3 FUNDOS,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410210
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,955,CASA 1,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410210
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,955,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410210
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,939,CASA,,,SANTA FELICIDADE,,Edificação em construção,,-0,,2,1,82410210
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,925,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410210
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,911,CASA FUNDOS,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410210
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,911,CASA FRENTE,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410210
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,897,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410210
410690205050174,Urbano,RUA FERNANDO CORREA DE AZEVEDO,883,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,1,82410210
410690205050174,Urbano,RUA JOAO REFFO,1155,CASA,,,SANTA FELICIDADE,,Edificação em construção,,-0,,2,2,82410000
410690205050174,Urbano,RUA JOAO REFFO,789,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,2,82410000
410690205050174,Urbano,RUA JOSE DAMARATE,30,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,3,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,30,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,3,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,58,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,3,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,74,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,3,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,86,CASA FUNDOS,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,3,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,86,CASA FRENTE,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,3,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,100,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,3,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,114,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,3,82410130
410690205050174,Urbano,RUA GERONIMO MURARO,1972,CASA 1 FRENTE,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82410020
410690205050174,Urbano,RUA GERONIMO MURARO,1972,CASA 2 LADO,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82410020
410690205050174,Urbano,RUA GERONIMO MURARO,SN,LOTE,,,SANTA FELICIDADE,,Domicílio particular,,-0,,2,4,82410020
410690205050174,Urbano,RUA JOSE DAMARATE,119,SOBRADO,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,115,SOBRADO,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,SN,SOBRADO,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,97,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,83,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,69,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,55,,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,IGREJA,Único,,3,1,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,31,SOBRADO e,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,31,SOBRADO d,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82410130
410690205050174,Urbano,RUA JOSE DAMARATE,31,SOBRADO c,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,1,82410130
