Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050163,Urbano,RUA FRANCISCO DE ASSIS C DA SILVA,202,CASA 1,,,CURITIBA,,Domicílio particular,,-0,,2,18,82015645
410690205050163,Urbano,RUA FRANCISCO DE ASSIS C DA SILVA,271,FRENTE,,,CURITIBA,,Domicílio particular,,-0,,2,18,82015645
410690205050163,Urbano,RUA FRANCISCO DE ASSIS C DA SILVA,222,,,,CURITIBA,,Domicílio particular,,-0,,2,18,82015645
410690205050163,Urbano,RUA FRANCISCO DE ASSIS C DA SILVA,247,,,,CURITIBA,,Domicílio particular,,-0,,2,18,82015645
410690205050163,Urbano,RUA FRANCISCO DE ASSIS C DA SILVA,SN,CASA,,,CURITIBA,,Domicílio particular,,-0,,2,18,82015645
410690205050163,Urbano,RUA FRANCISCO DE ASSIS C DA SILVA,223,,,,CURITIBA,,Domicílio particular,,-0,,2,18,82015645
410690205050163,Urbano,RUA STEPHANO REVA,61,,,,CURITIBA,,Domicílio particular,,-0,,2,19,82015640
410690205050163,Urbano,RUA STEPHANO REVA,31,,,,CURITIBA,,Domicílio particular,,-0,,2,19,82015640
410690205050163,Urbano,RUA STEPHANO REVA,27,,,,CURITIBA,,Domicílio particular,,-0,,2,19,82015640
410690205050163,Urbano,RUA ANTONIO ESCORSIN,54,,,,,,Domicílio particular,,-0,,3,1,82310010
410690205050163,Urbano,RUA ANTONIO ESCORSIN,389,,,,,,Estabelecimento de outras finalidades,COMERCIO DE PRODUTOS QUIMICOS,Único,,3,1,82310010
410690205050163,Urbano,RUA MARGARIDA DALLARMI,102,,,,,,Domicílio particular,,-0,,3,2,82015690
410690205050163,Urbano,RUA MARGARIDA DALLARMI,106,,,,,,Domicílio particular,,-0,,3,2,82015690
410690205050163,Urbano,RUA MARGARIDA DALLARMI,204,SOBRADO 8,,,,,Domicílio particular,,-0,,3,2,82015690
410690205050163,Urbano,RUA MARGARIDA DALLARMI,204,SOBRADO 7,,,,,Domicílio particular,,-0,,3,2,82015690
410690205050163,Urbano,RUA MARGARIDA DALLARMI,204,SOBRADO 6,,,,,Domicílio particular,,-0,,3,2,82015690
410690205050163,Urbano,RUA MARGARIDA DALLARMI,204,SOBRADO 5,,,,,Domicílio particular,,-0,,3,2,82015690
410690205050163,Urbano,RUA MARGARIDA DALLARMI,204,SOBRADO 4,,,,,Domicílio particular,,-0,,3,2,82015690
410690205050163,Urbano,RUA MARGARIDA DALLARMI,204,SOBRADO 3,,,,,Domicílio particular,,-0,,3,2,82015690
410690205050163,Urbano,RUA MARGARIDA DALLARMI,204,SOBRADO 2,,,,,Domicílio particular,,-0,,3,2,82015690
410690205050163,Urbano,RUA MARGARIDA DALLARMI,204,SOBRADO 1,,,,,Domicílio particular,,-0,,3,2,82015690
410690205050163,Urbano,RUA WALDOMIRO ANTONIO DALARMI,160,SOBRADO 14,,,,,Domicílio particular,,-0,,3,3,82015700
410690205050163,Urbano,RUA WALDOMIRO ANTONIO DALARMI,160,SOBRADO 13,,,,,Domicílio particular,,-0,,3,3,82015700
410690205050163,Urbano,RUA WALDOMIRO ANTONIO DALARMI,160,SOBRADO 12,,,,,Domicílio particular,,-0,,3,3,82015700
410690205050163,Urbano,RUA WALDOMIRO ANTONIO DALARMI,160,SOBRADO 11,,,,,Domicílio particular,,-0,,3,3,82015700
410690205050163,Urbano,RUA WALDOMIRO ANTONIO DALARMI,160,SOBRADO 7,,,,,Domicílio particular,,-0,,3,3,82015700
410690205050163,Urbano,RUA WALDOMIRO ANTONIO DALARMI,160,SOBRADO 4,,,,,Domicílio particular,,-0,,3,3,82015700
410690205050163,Urbano,RUA WALDOMIRO ANTONIO DALARMI,160,SOBRADO 3,,,,,Domicílio particular,,-0,,3,3,82015700
410690205050163,Urbano,RUA WALDOMIRO ANTONIO DALARMI,160,SOBRADO 2,,,,,Domicílio particular,,-0,,3,3,82015700
410690205050163,Urbano,RUA WALDOMIRO ANTONIO DALARMI,160,SOBRADO 1,,,,,Domicílio particular,,-0,,3,3,82015700
410690205050163,Urbano,RUA ANGELO DALLARMI,207,LOTE,,,CURITIBA,,Estabelecimento de outras finalidades,LOTE VAGO,Único,,3,4,82015750
410690205050163,Urbano,RUA ANGELO DALLARMI,47,,,,CURITIBA,,Domicílio particular,,-0,,3,4,82015750
410690205050163,Urbano,RUA FRANCISCO DE ASSIS C DA SILVA,202,CASA 2,,,CURITIBA,,Domicílio particular,,-0,,2,18,82015645
410690205050163,Urbano,RUA FRANCISCO DE ASSIS C DA SILVA,293,FRENTE,,,CURITIBA,,Domicílio particular,,-0,,2,18,82015645
