Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050164,Urbano,RUA DOUTOR RAFI SALUM,43,FUNDOS,,,CURITIBA,,Domicílio particular,,-0,,4,8,82015800
410690205050164,Urbano,RUA DOUTOR RAFI SALUM,580,FRENTE,,,CURITIBA,,Domicílio particular,,-0,,4,8,82015800
410690205050164,Urbano,RUA DOUTOR RAFI SALUM,580,FUNDOS,,,CURITIBA,,Domicílio particular,,-0,,4,8,82015800
410690205050164,Urbano,RUA DOUTOR RAFI SALUM,586,FRENTE,,,CURITIBA,,Domicílio particular,,-0,,4,8,82015800
410690205050164,Urbano,RUA DOUTOR RAFI SALUM,586,FUNDOS,,,CURITIBA,,Domicílio particular,,-0,,4,8,82015800
410690205050164,Urbano,RUA DOUTOR RAFI SALUM,SN,CASA,,,CURITIBA,,Domicílio particular,,-0,,4,8,82015800
410690205050164,Urbano,RUA JOSE TOMASI,1337,,,,CURITIBA,,Domicílio particular,,-0,,4,9,82015630
410690205050164,Urbano,RUA JOSE TOMASI,1325,,,,CURITIBA,,Domicílio particular,,-0,,4,9,82015630
410690205050164,Urbano,RUA JOSE TOMASI,1311,,,,CURITIBA,,Domicílio particular,,-0,,4,9,82015630
410690205050164,Urbano,RUA STELINHA EGG,53,,,,CURITIBA,,Domicílio particular,,-0,,5,4,82015735
410690205050164,Urbano,RUA STELINHA EGG,17,,,,CURITIBA,,Domicílio particular,,-0,,5,4,82015735
410690205050164,Urbano,RUA ANTONIO PORTELA,5CASA,CASA A,,,CURITIBA,,Domicílio particular,,-0,,2,9,82015500
410690205050164,Urbano,RUA MARGARIDA DALARMI,512,CASA,,,CURITIBA,,Domicílio particular,,-0,,3,2,82015690
410690205050164,Urbano,RUA MARGARIDA DALARMI,574,APARTAMENTO 3,,,CURITIBA,,Domicílio particular,,-0,,3,2,82015690
410690205050164,Urbano,RUA MARGARIDA DALARMI,574,APARTAMENTO 4,,,CURITIBA,,Domicílio particular,,-0,,3,2,82015690
410690205050164,Urbano,RUA MARGARIDA DALARMI,574,APARTAMENTO 5,,,CURITIBA,,Domicílio particular,,-0,,3,2,82015690
410690205050164,Urbano,RUA MARGARIDA DALARMI,574,APARTAMENTO 6,,,CURITIBA,,Domicílio particular,,-0,,3,2,82015690
