Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050175,Urbano,RUA ANGELINA BRAGA CORTEZZI,1235,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,1,82410220
410690205050175,Urbano,RUA FERNANDO CORREIA DE AZEVEDO,1002,CASA FUNDOS 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,3,82410210
410690205050175,Urbano,RUA ANGELINA BRAGA CORTEZZI,1223,DEPENDENCIA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,1,82410220
410690205050175,Urbano,RUA ANGELINA BRAGA CORTEZZI,1080,ARMAZEM,,,SANTA FELICIDADE,,Estabelecimento de outras finalidades,MERCADO E DEPOSITO,Único,,2,3,82410220
410690205050175,Urbano,RUA FERNANDO CORREIA DE AZEVEDO,694,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,3,82410210
410690205050175,Urbano,RUA ADOLFO LUTZ,32,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,4,82410270
410690205050175,Urbano,RUA ADOLFO LUTZ,32,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,4,82410270
410690205050175,Urbano,RUA ADOLFO LUTZ,76,CAIS,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,4,82410270
410690205050175,Urbano,RUA ADOLFO LUTZ,76,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,4,82410270
410690205050175,Urbano,RUA ADOLFO LUTZ,144,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,3,4,82410270
410690205050175,Urbano,AVENIDA DOUTOR EUGENIO BERTOLLI,140,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,4,82410530
410690205050175,Urbano,AVENIDA DOUTOR EUGENIO BERTOLLI,140,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,4,82410530
410690205050175,Urbano,RUA FERNANDO CORREIA DE AZEVEDO,1016,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,3,82410210
410690205050175,Urbano,RUA FERNANDO CORREIA DE AZEVEDO,1002,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,3,82410210
410690205050175,Urbano,RUA ANGELINA BRAGA CORTEZZI,1261,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,1,82410220
410690205050175,Urbano,RUA ANGELINA BRAGA CORTEZZI,52,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,1,82410220
410690205050175,Urbano,RUA ANGELINA BRAGA CORTEZZI,52,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,1,82410220
410690205050175,Urbano,RUA ANGELINA BRAGA CORTEZZI,1223,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,1,82410220
410690205050175,Urbano,RUA ANGELINA BRAGA CORTEZZI,1235,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,1,82410220
410690205050175,Urbano,RUA ANGELINA BRAGA CORTEZZI,1235,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,1,82410220
410690205050175,Urbano,RUA ANGELINA BRAGA CORTEZZI,3000,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,1,82410220
410690205050175,Urbano,RUA ANGELINA BRAGA CORTEZZI,52,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,1,82410220
410690205050175,Urbano,RUA ANGELINA BRAGA CORTEZZI,1181,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,5,1,82410220
